ID,Order#,ShipDate,ExtPrice
9248,266262,2015-07-06,55.2
9249,266262,2015-08-06,150.36
9250,266263,2015-07-01,1043.8
9251,266263,2015-07-01,78.66
9252,266263,2015-08-03,1429.75
9253,266263,2015-07-01,708.28
9254,266263,2015-07-01,3228.8
9255,266263,2015-08-03,11.6
9256,266263,2015-07-01,157.3
9257,266228,2015-06-24,758.1
9258,266265,2015-06-29,0
9259,266266,2015-07-09,0
9260,266267,2015-07-24,0
9261,266268,2015-07-24,0
9262,266269,2015-06-15,330
9263,253666,2015-07-21,1343.64
9264,253666,2015-07-30,4328.22
9265,266270,2015-06-29,6750
9266,266271,2015-06-29,6750
9267,255595,2015-06-29,17914
9268,266273,2015-06-09,3990.37
9269,266274,2015-06-19,18950
9270,266274,2015-07-28,9096
9271,266274,2015-08-22,6064
9272,266274,2015-09-25,6064
9273,266274,2015-10-13,6064
9274,266275,2015-06-10,2338
9275,266278,2015-06-12,1472
9276,266279,2015-06-29,2400
9277,266280,2015-06-17,10152
9278,266281,2015-06-16,1570
9279,266282,2015-07-07,583.2
9280,266282,2015-07-07,583.2
9281,266282,2015-08-06,164.79
9282,266282,2015-08-31,164.79
9283,266283,2015-06-17,145.4
9284,266284,2015-07-21,340.15
9285,266284,2015-07-10,189.56
9286,266284,2015-07-02,238
9287,266285,2015-08-20,2305.76
9288,266286,2015-07-17,9383.8
9289,266286,2015-07-22,303.27
9290,266286,2015-06-23,2609.5
9291,266286,2015-07-29,1285.5
9292,266286,2015-06-27,1266.64
9293,266287,2015-06-15,3640
9294,266288,2015-06-30,168.8
9295,266290,2015-06-19,6824
9296,261189,2015-07-17,2500
9297,264687,2015-09-25,2500
9298,266291,2015-06-29,938
9299,266292,2015-08-27,8480
9300,266293,2015-08-27,8480
9301,266294,2015-08-27,8480
9302,266295,2015-08-27,8480
9303,266296,2015-06-29,6750
9304,266297,2015-08-27,8480
9305,265964,2015-07-10,0
9306,265676,2015-06-12,0
9307,253690,2015-07-15,982.6
9308,266299,2015-06-29,256.96
9309,266300,2015-07-02,1004.2
9310,266300,2015-08-03,293
9311,266300,2015-06-15,1539.8
9312,266300,2015-06-16,768.05
9313,266300,2015-06-15,335.2
9314,266300,2015-06-15,41.7
9315,266300,2015-06-22,3633.18
9316,266300,2015-06-12,1700.88
9317,266301,2015-07-08,2209.5
9318,266301,2015-07-08,240.3
9319,266302,2015-07-02,2507.04
9320,266302,2015-07-02,323.28
9321,266302,2015-07-02,2510.5
9322,266302,2015-07-02,1461.59
9323,266302,2015-07-02,100
9324,266302,2015-10-05,2691.38
9325,266302,2015-08-06,323.28
9326,266302,2015-08-18,1253.52
9327,266302,2015-08-18,1253.52
9328,266302,2015-07-10,1296.15
9329,266302,2015-07-02,1687.04
9330,266302,2015-07-10,421.76
9331,266303,2015-07-10,340.15
9332,266306,2015-09-11,1144
9333,266309,2015-08-06,1119.24
9334,266309,2015-08-03,1254.6
9335,266311,2015-08-07,11206.8
9336,266311,2015-08-04,9928.56
9337,266313,2015-07-15,929.6
9338,266313,2015-10-05,5150.98
9339,266313,2015-07-01,116.85
9340,266313,2015-09-18,10947.3
9341,266313,2015-08-04,10090
9342,266313,2015-07-01,116.85
9343,266314,2015-07-28,835.5
9344,266314,2015-09-01,53.8
9345,266315,2015-07-21,74.19
9346,266316,2015-07-20,263.48
9347,266316,2015-07-22,340
9348,266317,2015-07-20,2256.12
9349,266318,2015-09-25,69398.88
9350,266319,2015-09-15,52276.72
9351,266319,2015-06-30,163.4
9352,266321,2015-06-30,0
9353,266322,2015-08-25,0
9354,266323,2015-06-29,0
9355,266324,2015-06-30,694.8
9356,266325,2015-07-09,5144
9357,253690,2015-06-17,1209.65
9358,253690,2015-06-24,3628.95
9359,253690,2015-07-16,832.18
9360,253666,2015-07-30,2687.28
9361,266326,2015-09-09,19421.2
9362,266326,2015-09-16,6390
9363,263934,2015-06-12,0
9364,265080,2015-07-10,0
9365,265080,2015-07-10,625
9366,265080,2015-07-10,625
9367,265081,2015-07-08,177
9368,265082,2015-07-08,0
9369,265082,2015-07-08,0
9370,265082,2015-07-08,0
9371,265082,2015-07-08,177
9372,265082,2015-07-08,177
9373,265082,2015-07-08,177
9374,265082,2015-07-08,177
9375,265938,2015-07-08,0
9376,265938,2015-07-08,350
9377,265938,2015-07-08,350
9378,266329,2015-08-06,24.6
9379,266329,2015-08-06,24.6
9380,266330,2015-08-10,156.08
9381,266330,2015-07-08,835.5
9382,266330,2015-07-22,320.28
9383,266330,2015-07-09,357.96
9384,266330,2015-07-13,59.78
9385,266330,2015-07-08,279.6
9386,266330,2015-07-13,229.14
9387,266330,2015-07-13,130.32
9388,266331,2015-07-15,1100.7
9389,266331,2015-07-16,403.6
9390,266331,2015-07-17,647.74
9391,266331,2015-09-01,5339.34
9392,266331,2015-07-15,2018
9393,266331,2015-07-01,956.8
9394,266332,2015-08-04,1090.1
9395,266332,2015-07-31,446.48
9396,266333,2015-08-04,2580.45
9397,266333,2015-07-09,1962.87
9398,266333,2015-08-04,1962.87
9399,266333,2015-08-04,248.07
9400,266334,2015-07-17,2278.92
9401,266334,2015-07-24,6181.56
9402,266334,2015-07-22,6803
9403,266335,2015-07-15,10895.58
9404,266336,2015-06-19,101.8
9405,266336,2015-06-19,101.74
9406,266336,2015-06-19,28.28
9407,266337,2015-09-09,25152.6
9408,266300,2015-06-16,153.61
9409,266338,2015-06-18,4574.22
9410,266338,2015-06-18,1089.1
9411,266339,2015-09-25,22052
9412,266182,2015-07-16,0
9413,266340,2015-07-23,5014.6
9414,266341,2015-07-07,1951.08
9415,266342,2015-07-23,6889.4
9416,266342,2015-07-24,47702.2
9417,266343,2015-06-24,3990.37
9418,266344,2015-07-22,848
9419,266344,2015-07-08,6954.5
9420,266344,2015-07-08,441
9421,266344,2015-07-08,22.5
9422,266344,2015-07-08,240.3
9423,266345,2015-07-02,2510.5
9424,266345,2015-07-02,3012.75
9425,266345,2015-07-02,1807.56
9426,266345,2015-07-02,5272
9427,266345,2015-07-02,843.52
9428,266345,2015-07-02,963.96
9429,266346,2015-07-02,63.05
9430,266346,2015-07-10,512.01
9431,266346,2015-07-13,368.56
9432,266346,2015-07-02,489.7
9433,266346,2015-07-27,219
9434,266346,2015-07-27,144.2
9435,266346,2015-06-25,1360.6
9436,266346,2015-08-05,899.6
9437,266346,2015-07-08,507.99
9438,266346,2015-08-06,250.92
9439,266346,2015-07-27,1687.95
9440,266346,2015-07-08,284.52
9441,266347,2015-07-13,3039
9442,266347,2015-06-16,589.65
9443,266347,2015-06-30,13.03
9444,266347,2015-06-29,15.8
9445,266347,2015-06-30,109.12
9446,266348,2015-06-29,66.96
9447,266350,2015-08-28,5576.76
9448,266351,2015-07-07,9116.44
9449,266352,2015-08-28,2279.11
9450,266353,2015-09-25,9573
9451,266354,2015-08-28,7760.61
9452,266342,2015-07-28,28568.04
9453,266355,2015-08-03,74.35
9454,266356,2015-07-01,477.12
9455,266356,2015-07-29,477.12
9456,266356,2015-07-22,1634.91
9457,266356,2015-07-14,1043.8
9458,266356,2015-07-28,3588
9459,266356,2015-08-03,2018
9460,266356,2015-08-04,573.51
9461,266357,2015-06-29,8160
9462,266358,2015-09-02,0
9463,266359,2015-08-21,0
9464,266360,2015-06-30,0
9465,266361,2015-07-27,0
9466,266362,2015-08-22,17112
9467,253666,2015-07-31,1427.62
9468,253690,2015-07-17,2074.3
9469,253690,2015-07-20,982.6
9470,253690,2015-07-21,534.96
9471,266364,2015-08-18,4317.35
9472,266365,2015-07-17,2485.34
9473,266365,2015-07-17,2500
9474,266365,2015-07-16,4217.6
9475,266365,2015-07-10,1687.04
9476,266366,2015-07-29,406.24
9477,266367,2015-08-28,8643.36
9478,266368,2015-07-09,0
9479,266369,2015-08-03,301.8
9480,266369,2015-09-03,301.8
9481,266369,2015-07-21,80
9482,266369,2015-08-12,1466.43
9483,266369,2015-07-21,137.45
9484,266369,2015-07-21,63.65
9485,266369,2015-07-21,734.85
9486,266369,2015-07-21,260.93
9487,266369,2015-07-21,156.9
9488,266369,2015-07-21,562
9489,266370,2015-08-03,277.89
9490,266370,2015-07-15,1834.5
9491,266370,2015-07-01,222
9492,266370,2015-07-17,148.8
9493,266370,2015-07-17,184
9494,266371,2015-08-26,446.48
9495,266371,2015-07-09,234
9496,266372,2015-09-01,2770.16
9497,266373,2015-08-14,2060.52
9498,266373,2015-08-07,301.44
9499,266373,2015-08-31,301.44
9500,266374,2015-08-04,4641.4
9501,266374,2015-08-04,1100.7
9502,266374,2015-07-01,1683
9503,266374,2015-10-12,6621.87
9504,266374,2015-07-20,956.8
9505,266375,2015-07-17,497.37
9506,266375,2015-07-15,723.74
9507,266375,2015-07-15,1084.47
9508,266375,2015-07-17,1194.4
9509,266375,2015-08-12,18231.36
9510,266377,2015-07-10,1866.27
9511,266300,2015-06-18,614.44
9512,253690,2015-07-31,7409.46
9513,253690,2015-08-28,7409.46
9514,253666,2015-07-31,1343.64
9515,253666,2015-07-31,1427.62
9516,253690,2015-07-20,1037.14
9517,253690,2015-07-21,2511.06
9518,253666,2015-07-21,1479.34
9519,266378,2015-07-02,1004.2
9520,266378,2015-07-21,242.9
9521,266379,2015-08-15,1830.56
9522,266379,2015-08-13,3346.24
9523,266379,2015-07-29,721.12
9524,266379,2015-07-29,721.12
9525,266380,2015-07-31,9440
9526,266380,2015-07-31,4720
9527,266380,2015-08-13,4720
9528,266381,2015-06-22,1232.8
9529,266266,2015-07-09,8970
9530,266265,2015-06-29,4485
9531,266321,2015-06-30,299.4
9532,266383,2015-08-17,4104
9533,266387,2015-06-25,102
9534,266387,2015-08-26,13509.8
9535,266386,2015-07-29,1700
9536,266386,2015-09-01,2550
9537,266388,2015-08-17,5950
9538,266388,2015-08-17,1275
9539,264358,2015-06-24,1693
9540,266225,2015-06-22,511.8
9541,266390,2015-06-25,0
9542,266390,2015-06-25,13455
9543,266392,2015-07-23,0
9544,266393,2015-08-26,-430.65
9545,266394,2015-07-10,2743.8
9546,266395,2015-08-14,654.1
9547,266395,2015-08-03,249.7
9548,266395,2015-07-21,1179.36
9549,266395,2015-08-03,224.7
9550,266395,2015-08-03,159
9551,266395,2015-07-21,175.5
9552,266395,2015-08-14,41.44
9553,266395,2015-07-28,1622
9554,266396,2015-08-03,147.9
9555,266397,2015-07-20,1622
9556,266398,2015-07-14,845.68
9557,266399,2015-07-29,87.1
9558,266400,2015-07-14,1874.5
9559,266401,2015-07-17,3636.01
9560,266401,2015-08-18,3636.01
9561,266401,2015-08-31,770.68
9562,266401,2015-09-24,770.68
9563,266401,2015-07-10,3027
9564,266402,2015-07-24,1536.64
9565,266402,2015-07-15,19.8
9566,266403,2015-07-10,882.85
9567,266404,2015-08-19,13432
9568,266404,2015-06-29,1190
9569,266404,2015-09-15,297.5
9570,266404,2015-06-29,246
9571,266404,2015-08-06,984
9572,266404,2015-07-30,1555.3
9573,266406,2015-08-19,1569.36
9574,266408,2015-08-07,7173.09
9575,264675,2015-08-10,503
9576,264675,2015-08-20,503
9577,266410,2015-07-30,10816.8
9578,253690,2015-07-23,7074.55
9579,266411,2015-06-24,257
9580,266411,2015-07-02,42.7
9581,266411,2015-07-02,42.7
9582,266413,2015-08-25,4102.26
9583,266413,2015-10-05,2051.13
9584,266414,2015-08-05,374.9
9585,266415,2015-08-04,5857.74
9586,266415,2015-08-04,2018
9587,266415,2015-08-04,10512.06
9588,266415,2015-07-24,2078.46
9589,266415,2015-07-10,116.2
9590,266415,2015-07-27,1332
9591,266415,2015-08-12,10090
9592,266415,2015-08-24,583.2
9593,266416,2015-07-30,687.9
9594,266416,2015-07-28,835.5
9595,266416,2015-07-09,1826.94
9596,266417,2015-07-16,128.3
9597,266417,2015-07-17,922.56
9598,266417,2015-07-17,6054
9599,266417,2015-09-01,6054
9600,266419,2015-07-31,39360
9601,266420,2015-06-23,15444
9602,266421,2015-07-07,8342
9603,266421,2015-07-07,16684
9604,266422,2015-07-07,3162
9605,266423,2015-06-23,19800
9606,266424,2015-06-23,16560
9607,266424,2015-06-23,16560
9608,266424,2015-06-23,6624
9609,266425,2015-06-25,843
9610,265936,2015-06-22,22650
9611,265936,2015-07-24,15100
9612,253690,2015-08-28,7307.3
9613,266429,2015-07-08,146.7
9614,266429,2015-07-08,346.5
9615,266429,2015-07-08,108.6
9616,266429,2015-07-08,456.96
9617,266429,2015-06-26,476
9618,266429,2015-08-18,476
9619,266430,2015-07-24,1476.16
9620,266430,2015-07-29,1996.8
9621,266430,2015-07-17,1294.86
9622,266430,2015-07-02,331.3
9623,266430,2015-07-29,117.93
9624,266430,2015-07-17,250
9625,266430,2015-07-24,1687.04
9626,266430,2015-07-17,1566.63
9627,266430,2015-08-05,858.6
9628,266431,2015-07-20,11730.5
9629,266432,2015-07-10,1015.98
9630,266432,2015-06-25,489.7
9631,266432,2015-07-16,299.2
9632,266432,2015-07-21,1701.15
9633,266432,2015-08-27,384.12
9634,266433,2015-07-23,178.89
9635,266433,2015-07-23,178.89
9636,266434,2015-09-02,2066.82
9637,266436,2015-06-24,60.48
9638,266438,2015-09-25,275.67
9639,266439,2015-08-26,3098.8
9640,266440,2015-06-24,52.92
9641,266442,2015-07-24,5996.8
9642,266443,2015-08-03,309.5
9643,266444,2015-07-14,6054
9644,266444,2015-08-04,3844
9645,266444,2015-10-08,8386.5
9646,266445,2015-07-13,80.14
9647,266446,2015-07-15,39.27
9648,266446,2015-07-21,18.7
9649,266446,2015-07-29,964.48
9650,266446,2015-08-14,2345.88
9651,266447,2015-07-06,1297.16
9652,266448,2015-06-24,61.1
9653,266448,2015-06-24,107
9654,266449,2015-09-22,166
9655,266418,2015-07-22,0
9656,266450,2015-07-24,425
9657,253690,2015-07-27,873.36
9658,253690,2015-07-28,6588.36
9659,253690,2015-07-27,6176.24
9660,266451,2015-07-09,0
9661,266452,2015-06-30,16320
9662,266453,2015-06-25,1498
9663,266454,2015-06-24,1570
9664,266455,2015-06-24,1023
9665,266457,2015-08-28,1708
9666,266456,2015-08-24,1776.75
9667,266458,2015-06-25,9116.44
9668,266459,2015-07-30,7777.92
9669,266461,2015-09-25,233.13
9670,266462,2015-08-27,10452.87
9671,266463,2015-10-06,3657.2
9672,266464,2015-08-19,8925
9673,266464,2015-08-19,9350
9674,266464,2015-08-19,850
9675,266464,2015-08-19,4250
9676,265148,2015-07-08,350
9677,266360,2015-06-30,1485
9678,266465,2015-08-07,753.84
9679,266466,2015-08-05,898.25
9680,266467,2015-07-01,5160.2
9681,266467,2015-08-06,9383.8
9682,266467,2015-07-20,1076.4
9683,266468,2015-08-27,1466.43
9684,266470,2015-06-26,10152
9685,266471,2015-07-10,1530
9686,266473,2015-06-30,3260
9687,266474,2015-07-11,10625
9688,266474,2015-07-15,12750
9689,266474,2015-07-20,10625
9690,266474,2015-07-20,12750
9691,266475,2015-08-05,73.8
9692,266475,2015-08-21,497.85
9693,266475,2015-08-13,684.25
9694,266475,2015-08-05,112
9695,266475,2015-08-05,146.7
9696,266475,2015-08-21,497.88
9697,266475,2015-08-05,162.5
9698,266475,2015-08-05,456.96
9699,266475,2015-08-05,238
9700,266475,2015-08-13,6044.29
9701,266476,2015-07-10,1545.74
9702,266476,2015-07-17,452.29
9703,266476,2015-08-11,452.29
9704,266476,2015-07-29,81.42
9705,266476,2015-07-17,1565.1
9706,266476,2015-07-22,324.78
9707,266476,2015-07-10,2594.28
9708,266477,2015-06-26,698.67
9709,266477,2015-06-26,698.67
9710,266478,2015-07-08,672.54
9711,266478,2015-08-13,1048.82
9712,266478,2015-08-06,2192.39
9713,266478,2015-08-26,1033
9714,266478,2015-08-13,116.7
9715,266478,2015-07-31,2582.16
9716,266478,2015-07-31,949.15
9717,266478,2015-08-18,552.84
9718,266478,2015-07-27,3284.82
9719,266478,2015-07-17,603.6
9720,266480,2015-08-03,40.07
9721,266480,2015-08-03,2090.1
9722,266480,2015-08-03,734.85
9723,266480,2015-08-17,309.14
9724,266480,2015-08-03,557.36
9725,266480,2015-08-03,898.25
9726,266480,2015-08-18,424.32
9727,266480,2015-08-20,357.96
9728,266480,2015-07-09,521.55
9729,266480,2015-08-03,185
9730,266480,2015-08-06,95
9731,266480,2015-09-03,95
9732,266480,2015-08-03,423.56
9733,266480,2015-08-18,67.86
9734,266480,2015-09-03,175.5
9735,266481,2015-08-03,403.6
9736,266481,2015-08-03,116.2
9737,266481,2015-08-03,220.7
9738,266481,2015-08-03,278.88
9739,266481,2015-08-07,706.28
9740,266481,2015-07-01,310.65
9741,266482,2015-08-03,107.2
9742,266482,2015-08-03,117
9743,266483,2015-07-15,10895.58
9744,266484,2015-10-12,5565
9745,266484,2015-08-19,546
9746,266484,2015-08-27,1562.84
9747,266485,2015-08-11,581.6
9748,266485,2015-07-09,2553.92
9749,266485,2015-07-24,6758.68
9750,266485,2015-07-24,6531.1
9751,266485,2015-07-27,1864.8
9752,266485,2015-09-24,770.68
9753,266485,2015-10-03,1685.91
9754,266486,2015-07-06,648.58
9755,266487,2015-06-27,4610.31
9756,266234,2015-07-02,732
9757,266234,2015-07-02,2196
9758,253690,2015-07-22,4838.6
9759,266488,2015-09-23,1309.37
9760,266489,2015-09-17,1359
9761,266489,2015-09-25,1812
9762,266490,2015-08-28,1708
9763,266492,2015-06-23,-2440
9764,258403,2015-08-19,1029.9
9765,258403,2015-08-27,686.6
9766,258403,2015-09-08,1373.2
9767,258403,2015-09-16,2059.8
9768,266493,2015-06-24,0
9769,266493,2015-07-02,0
9770,266493,2015-06-30,0
9771,266494,2015-08-28,1708
9772,266495,2015-08-28,1708
9773,266496,2015-08-28,1708
9774,266497,2015-07-08,6954.5
9775,266498,2015-07-02,3936.65
9776,266498,2015-07-27,11422.6
9777,266498,2015-07-17,1566.63
9778,266499,2015-07-29,340.15
9779,266499,2015-07-29,340.15
9780,266499,2015-07-29,340.15
9781,266499,2015-08-11,986.5
9782,266500,2015-06-30,2632.6
9783,266500,2015-07-29,222.75
9784,266500,2015-07-29,7.46
9785,266500,2015-07-16,312.5
9786,266501,2015-07-24,683.03
9787,266502,2015-10-01,1924.25
9788,266502,2015-10-12,2633.5
9789,266502,2015-10-12,1109.25
9790,266502,2015-10-12,69.25
9791,266503,2015-06-30,1575.39
9792,266504,2015-09-17,3990.37
9793,266505,2015-08-28,3990.37
9794,266506,2015-07-13,6904.68
9795,266507,2015-08-24,2279.11
9796,266507,2015-08-24,2279.11
9797,266507,2015-09-10,2279.11
9798,262789,2015-09-23,20220
9799,266510,2015-08-31,1726.94
9800,266511,2015-07-20,2349.2
9801,266511,2015-10-08,770.68
9802,266511,2015-07-15,403.6
9803,266511,2015-07-31,1962.87
9804,266511,2015-08-07,5160.2
9805,266512,2015-07-15,929.6
9806,266513,2015-09-03,1826.94
9807,266515,2015-08-25,47702.2
9808,266516,2015-09-25,13776.4
9809,266518,2015-10-12,15329.94
9810,266517,2015-09-23,23532
9811,266519,2015-08-28,1708
9812,266521,2015-08-28,1708
9813,266523,2015-08-26,4650
9814,266523,2015-09-08,4650
9815,266523,2015-08-07,4650
9816,266523,2015-08-19,4650
9817,266523,2015-08-25,4650
9818,266525,2015-08-27,196
9819,266525,2015-09-14,196
9820,266525,2015-09-21,196
9821,266525,2015-09-21,196
9822,266525,2015-09-21,196
9823,266525,2015-09-24,196
9824,266525,2015-08-27,196
9825,266525,2015-09-08,196
9826,266525,2015-09-21,196
9827,266525,2015-09-21,196
9828,266525,2015-09-24,392
9829,266525,2015-10-06,196
9830,266525,2015-08-27,196
9831,266525,2015-08-27,196
9832,266525,2015-09-14,196
9833,266525,2015-10-06,196
9834,266525,2015-10-06,196
9835,266526,2015-07-29,125
9836,266526,2015-07-29,375
9837,266527,2015-07-16,12513
9838,266528,2015-06-30,4404
9839,266530,2015-07-13,3000
9840,266533,2015-07-13,2400
9841,266503,2015-07-31,4726.17
9842,266541,2015-07-10,404.5
9843,266541,2015-07-10,351
9844,266541,2015-07-10,374.3
9845,266541,2015-07-10,70.2
9846,266541,2015-07-10,28.4
9847,266541,2015-07-20,148.5
9848,266541,2015-07-10,17.8
9849,266541,2015-07-14,51.8
9850,266541,2015-08-21,146.25
9851,266541,2015-09-22,1411.6
9852,266541,2015-07-10,413.6
9853,266541,2015-10-10,8334.95
9854,266541,2015-08-21,568.2
9855,266541,2015-07-10,13.37
9856,266541,2015-07-22,547.77
9857,266541,2015-08-26,3483.3
9858,266541,2015-07-10,21
9859,266541,2015-07-10,690.2
9860,266541,2015-07-10,30.08
9861,266541,2015-08-10,1070.4
9862,266541,2015-07-10,3777.76
9863,266541,2015-07-10,459.55
9864,266541,2015-07-10,53.5
9865,266542,2015-07-02,2108.8
9866,266542,2015-07-02,117.2
9867,266542,2015-07-02,911.7
9868,266542,2015-07-02,1490.96
9869,266542,2015-08-13,525.13
9870,266542,2015-07-02,1574.66
9871,266542,2015-07-02,1795
9872,266542,2015-07-10,410.96
9873,266542,2015-07-02,518.46
9874,266542,2015-07-02,401.7
9875,266542,2015-07-02,336.36
9876,266542,2015-07-02,544.32
9877,266542,2015-07-02,271.4
9878,266543,2015-07-06,1930.12
9879,266544,2015-07-10,260.85
9880,266544,2015-08-13,525.13
9881,253690,2015-07-30,267.48
9882,253690,2015-07-30,1872.36
9883,266545,2015-08-17,309.31
9884,266545,2015-07-29,423.7
9885,266546,2015-08-03,3027
9886,266546,2015-08-03,136.96
9887,266546,2015-08-21,469.84
9888,266546,2015-08-24,1879.36
9889,266546,2015-08-04,1942.8
9890,266546,2015-08-04,1729.8
9891,266546,2015-08-03,403.6
9892,266547,2015-07-20,628.25
9893,266547,2015-09-02,628.25
9894,266547,2015-10-05,628.25
9895,266547,2015-08-04,29
9896,266547,2015-08-31,29
9897,266548,2015-08-07,429.24
9898,266548,2015-08-07,429.24
9899,266550,2015-07-08,362.64
9900,266551,2015-07-22,2206.36
9901,266552,2015-07-10,2674.39
9902,266553,2015-07-09,188.09
9903,253666,2015-07-30,4328.22
9904,253666,2015-08-13,2855.24
9905,253666,2015-08-13,2687.28
9906,266557,2015-08-17,1020
9907,266558,2015-07-24,8121.26
9908,266559,2015-07-11,0
9909,253690,2015-08-14,579
9910,253666,2015-08-14,1972
9911,266560,2015-06-26,0
9912,266561,2015-08-13,848
9913,266561,2015-07-16,6954.5
9914,266561,2015-08-11,1657.5
9915,266561,2015-07-16,22.5
9916,266562,2015-08-06,3341.7
9917,266562,2015-07-17,2310.26
9918,266562,2015-07-27,2064.48
9919,266562,2015-07-29,121.45
9920,266562,2015-07-29,268.7
9921,266562,2015-07-27,1296.15
9922,266562,2015-07-17,5883.66
9923,266562,2015-07-17,5272
9924,266562,2015-07-24,1807.56
9925,266562,2015-07-27,1265.28
9926,266562,2015-07-22,219.19
9927,266563,2015-07-13,13600
9928,266564,2015-08-04,253.2
9929,266564,2015-09-03,234
9930,266564,2015-08-31,3008.64
9931,266564,2015-08-18,578
9932,266564,2015-08-10,628.25
9933,266564,2015-09-02,628.25
9934,266564,2015-10-12,628.25
9935,266565,2015-08-31,403.6
9936,266565,2015-08-04,2745.6
9937,266565,2015-09-15,1429.75
9938,266565,2015-08-04,845.68
9939,266565,2015-08-11,1179.81
9940,265304,2015-07-31,0
9941,261221,2015-07-23,31125.28
9942,261221,2015-07-30,31125.28
9943,261221,2015-07-23,124501.12
9944,266567,2015-06-27,0
9945,266569,2015-08-13,476
9946,266569,2015-08-13,476
9947,266570,2015-07-27,107.27
9948,266570,2015-07-27,5272
9949,266570,2015-07-27,527.4
9950,266570,2015-07-24,759.75
9951,266570,2015-07-17,816.45
9952,266570,2015-08-05,1536
9953,266570,2015-07-27,1996.8
9954,266571,2015-07-16,62
9955,266571,2015-08-05,1617.64
9956,266572,2015-06-30,6002.42
9957,266573,2015-10-06,1624.5
9958,266574,2015-08-26,10625
9959,266574,2015-08-26,10625
9960,266573,2015-10-06,10830
9961,266575,2015-09-25,8652.32
9962,253690,2015-07-31,1037.14
9963,266576,2015-08-07,6509.34
9964,265842,2015-09-25,1380.5
9965,266578,2015-07-21,349.03
9966,266579,2015-07-21,2263.64
9967,266579,2015-07-30,1644.69
9968,266579,2015-07-30,341.03
9969,266579,2015-09-18,575.97
9970,266579,2015-07-30,2674.39
9971,266581,2015-09-18,4192.1
9972,266582,2015-09-11,55440
9973,266582,2015-09-10,6930
9974,266582,2015-10-01,11880
9975,266582,2015-09-10,5940
9976,266583,2015-08-14,10640
9977,266583,2015-08-14,2280
9978,266583,2015-08-14,950
9979,266583,2015-08-14,570
9980,266583,2015-08-15,2600
9981,266583,2015-08-15,1200
9982,266583,2015-08-15,800
9983,266583,2015-08-15,12000
9984,266584,2015-07-31,1558
9985,266585,2015-08-17,0
9986,266586,2015-07-31,853
9987,266587,2015-07-31,1972
9988,266588,2015-09-10,151.42
9989,264949,2015-06-30,3405
9990,253666,2015-07-31,1479.34
9991,253690,2015-08-04,1255.53
9992,266590,2015-07-14,250
9993,266590,2015-07-14,42.7
9994,266590,2015-08-13,525.13
9995,266590,2015-08-13,2160.84
9996,266590,2015-07-10,188.09
9997,266591,2015-08-10,7843.7
9998,266591,2015-08-10,743.25
9999,266592,2015-07-10,596.1
10000,266593,2015-08-10,7869.3
10001,266593,2015-08-10,2127.34
10002,266594,2015-06-29,-681
10003,266595,2015-10-03,11051.25
10004,266596,2015-08-13,10086.12
10005,266596,2015-08-13,10086.12
10006,266596,2015-09-02,6044.29
10007,266596,2015-09-02,6044.29
10008,266596,2015-08-11,375
10009,266597,2015-07-27,493.2
10010,266597,2015-07-27,2510.5
10011,266597,2015-07-27,5272
10012,266597,2015-07-27,843.52
10013,266597,2015-07-29,128.1
10014,266597,2015-07-27,117.93
10015,266597,2015-07-27,1369.9
10016,266598,2015-07-16,16
10017,266600,2015-08-22,91560
10018,266600,2015-08-22,172920
10019,266601,2015-08-27,0
10020,266602,2015-06-30,3640
10021,266603,2015-08-28,43533
10022,266605,2015-06-30,9036.01
10023,266606,2015-06-29,-2724
10024,266608,2015-06-29,0
10025,266609,2015-07-06,1570
10026,266610,2015-08-24,50.53
10027,266610,2015-09-01,50.53
10028,266610,2015-08-12,254
10029,266610,2015-08-06,4412
10030,266610,2015-08-06,307.5
10031,266610,2015-08-06,1558.2
10032,266611,2015-08-25,376.68
10033,266612,2015-08-07,463.15
10034,266612,2015-09-01,2451
10035,266612,2015-08-03,226.7
10036,266613,2015-08-03,141.4
10037,266613,2015-08-11,28.28
10038,266613,2015-09-01,57.05
10039,266613,2015-08-19,368
10040,266614,2015-08-14,1874.5
10041,266615,2015-08-04,4036
10042,266616,2015-08-11,4459.5
10043,266617,2015-07-10,218.9
10044,266618,2015-08-19,2005.5
10045,266619,2015-07-17,7.4
10046,266619,2015-07-22,56.6
10047,266619,2015-07-17,21.4
10048,266619,2015-07-17,21.4
10049,266620,2015-08-13,56.96
10050,266620,2015-09-02,5180.82
10051,266620,2015-07-17,1864.3
10052,266621,2015-07-17,7975.9
10053,266621,2015-07-30,181.47
10054,266622,2015-07-31,499
10055,266623,2015-08-17,32491.84
10056,266625,2015-09-21,1110
10057,266625,2015-10-02,1480
10058,266628,2015-08-15,8625
10059,266628,2015-08-15,25875
10060,266628,2015-07-31,4400
10061,266628,2015-07-31,4200
10062,266629,2015-06-30,3990.37
10063,266630,2015-08-28,6979
10064,266630,2015-09-19,6979
10065,266630,2015-09-25,13958
10066,266630,2015-08-28,20937
10067,266630,2015-09-19,13958
10068,266630,2015-09-25,13958
10069,266630,2015-09-19,13958
10070,266630,2015-09-25,13958
10071,266630,2015-08-28,13958
10072,266630,2015-09-19,13958
10073,266630,2015-09-25,13958
10074,266631,2015-08-21,1642
10075,266631,2015-08-15,1231.5
10076,266632,2015-07-10,257
10077,266632,2015-07-10,58.6
10078,266632,2015-07-14,85.4
